model_name,test_category,root_type,sub_type,count,error_type,original_model_name,model_type,test_category_count
Claude-3-Opus-20240229 (FC tools-2024-04-04),exec_parallel_multiple,Value Error, Execution Result Count,9,Value Error: Execution Result Count,claude-3-opus-20240229-FC,FC tools-2024-04-04,40.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),exec_parallel,Function Parsing Error, Decoding Failure,2,Function Parsing Error: Decoding Failure,claude-3-opus-20240229-FC,FC tools-2024-04-04,50.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),exec_parallel,Value Error, Execution Result Count,25,Value Error: Execution Result Count,claude-3-opus-20240229-FC,FC tools-2024-04-04,50.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_multiple,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,claude-3-opus-20240229-FC,FC tools-2024-04-04,200.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_multiple,Parallel Function Error, No Match Found,15,Parallel Function Error: No Match Found,claude-3-opus-20240229-FC,FC tools-2024-04-04,200.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_multiple,Parallel Function Error, Unexpected Function Count,1,Parallel Function Error: Unexpected Function Count,claude-3-opus-20240229-FC,FC tools-2024-04-04,200.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_parallel_multiple,Function Parsing Error, Decoding Failure,3,Function Parsing Error: Decoding Failure,claude-3-opus-20240229-FC,FC tools-2024-04-04,200.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_parallel_multiple,Parallel Function Error, No Match Found,38,Parallel Function Error: No Match Found,claude-3-opus-20240229-FC,FC tools-2024-04-04,200.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_parallel_multiple,Parallel Function Error, Unexpected Function Count,55,Parallel Function Error: Unexpected Function Count,claude-3-opus-20240229-FC,FC tools-2024-04-04,200.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),exec_rest,Executable Function Error (REST), Incorrect HTTP Status Code,2,Executable Function Error (REST): Incorrect HTTP Status Code,claude-3-opus-20240229-FC,FC tools-2024-04-04,70.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),exec_rest,Executable Function Error (REST), Incorrect Response Key,1,Executable Function Error (REST): Incorrect Response Key,claude-3-opus-20240229-FC,FC tools-2024-04-04,70.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),exec_rest,Executable Function Error (REST), Runtime Execution Error,8,Executable Function Error (REST): Runtime Execution Error,claude-3-opus-20240229-FC,FC tools-2024-04-04,70.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),exec_rest,Function Parsing Error, Decoding Failure,2,Function Parsing Error: Decoding Failure,claude-3-opus-20240229-FC,FC tools-2024-04-04,70.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_simple,Function Parsing Error, Decoding Failure,2,Function Parsing Error: Decoding Failure,claude-3-opus-20240229-FC,FC tools-2024-04-04,400.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_simple,Simple Function Error, Missing Optional Parameter,7,Simple Function Error: Missing Optional Parameter,claude-3-opus-20240229-FC,FC tools-2024-04-04,400.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_simple,Type Error, Composite Type Mismatch,4,Type Error: Composite Type Mismatch,claude-3-opus-20240229-FC,FC tools-2024-04-04,400.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_simple,Type Error, Primitive Type Mismatch,4,Type Error: Primitive Type Mismatch,claude-3-opus-20240229-FC,FC tools-2024-04-04,400.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_simple,Value Error, Wrong String Value,22,Value Error: Wrong String Value,claude-3-opus-20240229-FC,FC tools-2024-04-04,400.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_simple,Value Error, Wrong int/float/bool/variable Value,4,Value Error: Wrong int/float/bool/variable Value,claude-3-opus-20240229-FC,FC tools-2024-04-04,400.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_java,Function Parsing Error, Decoding Failure,4,Function Parsing Error: Decoding Failure,claude-3-opus-20240229-FC,FC tools-2024-04-04,100.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_java,Type Error, Primitive Type Mismatch,20,Type Error: Primitive Type Mismatch,claude-3-opus-20240229-FC,FC tools-2024-04-04,100.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_java,Value Error, Wrong String Value,13,Value Error: Wrong String Value,claude-3-opus-20240229-FC,FC tools-2024-04-04,100.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_java,Value Error, Wrong int/float/bool/variable Value,2,Value Error: Wrong int/float/bool/variable Value,claude-3-opus-20240229-FC,FC tools-2024-04-04,100.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_js,Function Parsing Error, Decoding Failure,4,Function Parsing Error: Decoding Failure,claude-3-opus-20240229-FC,FC tools-2024-04-04,100.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_js,Simple Function Error, Missing Optional Parameter,1,Simple Function Error: Missing Optional Parameter,claude-3-opus-20240229-FC,FC tools-2024-04-04,100.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_js,Simple Function Error, Unexpected Parameter Encountered,1,Simple Function Error: Unexpected Parameter Encountered,claude-3-opus-20240229-FC,FC tools-2024-04-04,100.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_js,Type Error, Composite Type Mismatch,1,Type Error: Composite Type Mismatch,claude-3-opus-20240229-FC,FC tools-2024-04-04,100.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_js,Type Error, Primitive Type Mismatch,3,Type Error: Primitive Type Mismatch,claude-3-opus-20240229-FC,FC tools-2024-04-04,100.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_js,Value Error, Invalid Dictionary Items,1,Value Error: Invalid Dictionary Items,claude-3-opus-20240229-FC,FC tools-2024-04-04,100.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_js,Value Error, Invalid Dictionary Value,1,Value Error: Invalid Dictionary Value,claude-3-opus-20240229-FC,FC tools-2024-04-04,100.0
Claude-3-Opus-20240229 (FC tools-2024-04-04),ast_js,Value Error, Wrong String Value,2,Value Error: Wrong String Value,claude-3-opus-20240229-FC,FC tools-2024-04-04,100.0
Mistral-small-2402 (FC Any),ast_parallel,Parallel Function Error, No Match Found,5,Parallel Function Error: No Match Found,mistral-small-2402-FC-Any,FC Any,200.0
Mistral-small-2402 (FC Any),ast_parallel,Parallel Function Error, Unexpected Function Count,117,Parallel Function Error: Unexpected Function Count,mistral-small-2402-FC-Any,FC Any,200.0
Mistral-small-2402 (FC Any),relevance,Relevance Error, Succeeded with Irrelevant Func Doc,240,Relevance Error: Succeeded with Irrelevant Func Doc,mistral-small-2402-FC-Any,FC Any,240.0
Mistral-small-2402 (FC Any),exec_parallel_multiple,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,mistral-small-2402-FC-Any,FC Any,40.0
Mistral-small-2402 (FC Any),exec_parallel_multiple,Value Error, Execution Result Count,31,Value Error: Execution Result Count,mistral-small-2402-FC-Any,FC Any,40.0
Mistral-small-2402 (FC Any),exec_parallel,Function Parsing Error, Decoding Failure,2,Function Parsing Error: Decoding Failure,mistral-small-2402-FC-Any,FC Any,50.0
Mistral-small-2402 (FC Any),exec_parallel,Value Error, Execution Result Count,41,Value Error: Execution Result Count,mistral-small-2402-FC-Any,FC Any,50.0
Mistral-small-2402 (FC Any),ast_multiple,Parallel Function Error, No Match Found,8,Parallel Function Error: No Match Found,mistral-small-2402-FC-Any,FC Any,200.0
Mistral-small-2402 (FC Any),ast_parallel_multiple,Parallel Function Error, No Match Found,16,Parallel Function Error: No Match Found,mistral-small-2402-FC-Any,FC Any,200.0
Mistral-small-2402 (FC Any),ast_parallel_multiple,Parallel Function Error, Unexpected Function Count,100,Parallel Function Error: Unexpected Function Count,mistral-small-2402-FC-Any,FC Any,200.0
Mistral-small-2402 (FC Any),exec_rest,Executable Function Error (REST), Incorrect Response Key,4,Executable Function Error (REST): Incorrect Response Key,mistral-small-2402-FC-Any,FC Any,70.0
Mistral-small-2402 (FC Any),exec_rest,Executable Function Error (REST), Runtime Execution Error,2,Executable Function Error (REST): Runtime Execution Error,mistral-small-2402-FC-Any,FC Any,70.0
Mistral-small-2402 (FC Any),ast_simple,Simple Function Error, Missing Optional Parameter,3,Simple Function Error: Missing Optional Parameter,mistral-small-2402-FC-Any,FC Any,400.0
Mistral-small-2402 (FC Any),ast_simple,Simple Function Error, Missing Required Parameter,1,Simple Function Error: Missing Required Parameter,mistral-small-2402-FC-Any,FC Any,400.0
Mistral-small-2402 (FC Any),ast_simple,Type Error, Composite Type Mismatch,4,Type Error: Composite Type Mismatch,mistral-small-2402-FC-Any,FC Any,400.0
Mistral-small-2402 (FC Any),ast_simple,Type Error, Primitive Type Mismatch,7,Type Error: Primitive Type Mismatch,mistral-small-2402-FC-Any,FC Any,400.0
Mistral-small-2402 (FC Any),ast_simple,Value Error, Invalid List/Tuple Format,5,Value Error: Invalid List/Tuple Format,mistral-small-2402-FC-Any,FC Any,400.0
Mistral-small-2402 (FC Any),ast_simple,Value Error, Wrong String Value,16,Value Error: Wrong String Value,mistral-small-2402-FC-Any,FC Any,400.0
Mistral-small-2402 (FC Any),ast_simple,Value Error, Wrong int/float/bool/variable Value,4,Value Error: Wrong int/float/bool/variable Value,mistral-small-2402-FC-Any,FC Any,400.0
Mistral-small-2402 (FC Any),ast_java,Simple Function Error, Incorrect Function Name,1,Simple Function Error: Incorrect Function Name,mistral-small-2402-FC-Any,FC Any,100.0
Mistral-small-2402 (FC Any),ast_java,Simple Function Error, Unexpected Parameter Encountered,3,Simple Function Error: Unexpected Parameter Encountered,mistral-small-2402-FC-Any,FC Any,100.0
Mistral-small-2402 (FC Any),ast_java,Type Error, Primitive Type Mismatch,20,Type Error: Primitive Type Mismatch,mistral-small-2402-FC-Any,FC Any,100.0
Mistral-small-2402 (FC Any),ast_java,Value Error, Wrong String Value,14,Value Error: Wrong String Value,mistral-small-2402-FC-Any,FC Any,100.0
Mistral-small-2402 (FC Any),ast_java,Value Error, Wrong int/float/bool/variable Value,6,Value Error: Wrong int/float/bool/variable Value,mistral-small-2402-FC-Any,FC Any,100.0
Mistral-small-2402 (FC Any),ast_js,Simple Function Error, Unexpected Parameter Encountered,1,Simple Function Error: Unexpected Parameter Encountered,mistral-small-2402-FC-Any,FC Any,100.0
Mistral-small-2402 (FC Any),ast_js,Type Error, Composite Type Mismatch,1,Type Error: Composite Type Mismatch,mistral-small-2402-FC-Any,FC Any,100.0
Mistral-small-2402 (FC Any),ast_js,Type Error, Primitive Type Mismatch,4,Type Error: Primitive Type Mismatch,mistral-small-2402-FC-Any,FC Any,100.0
Mistral-small-2402 (FC Any),ast_js,Value Error, Invalid Dictionary Items,2,Value Error: Invalid Dictionary Items,mistral-small-2402-FC-Any,FC Any,100.0
Mistral-small-2402 (FC Any),ast_js,Value Error, Invalid List/Tuple Format,3,Value Error: Invalid List/Tuple Format,mistral-small-2402-FC-Any,FC Any,100.0
Mistral-small-2402 (FC Any),ast_js,Value Error, Wrong String Value,4,Value Error: Wrong String Value,mistral-small-2402-FC-Any,FC Any,100.0
Mistral-small-2402 (FC Any),ast_js,Value Error, Wrong int/float/bool/variable Value,6,Value Error: Wrong int/float/bool/variable Value,mistral-small-2402-FC-Any,FC Any,100.0
GPT-3.5-Turbo-0125 (FC),exec_multiple,Value Error, Execution Result Count,6,Value Error: Execution Result Count,gpt-3.5-turbo-0125-FC,FC,50.0
GPT-3.5-Turbo-0125 (FC),ast_parallel,Parallel Function Error, No Match Found,12,Parallel Function Error: No Match Found,gpt-3.5-turbo-0125-FC,FC,200.0
GPT-3.5-Turbo-0125 (FC),ast_parallel,Parallel Function Error, Unexpected Function Count,8,Parallel Function Error: Unexpected Function Count,gpt-3.5-turbo-0125-FC,FC,200.0
GPT-3.5-Turbo-0125 (FC),exec_simple,Executable Function Error (Non REST), Runtime Execution Error,2,Executable Function Error (Non REST): Runtime Execution Error,gpt-3.5-turbo-0125-FC,FC,100.0
GPT-3.5-Turbo-0125 (FC),relevance,Relevance Error, Succeeded with Irrelevant Func Doc,235,Relevance Error: Succeeded with Irrelevant Func Doc,gpt-3.5-turbo-0125-FC,FC,240.0
GPT-3.5-Turbo-0125 (FC),exec_parallel_multiple,Value Error, Execution Result Count,6,Value Error: Execution Result Count,gpt-3.5-turbo-0125-FC,FC,40.0
GPT-3.5-Turbo-0125 (FC),exec_parallel,Value Error, Execution Result Count,5,Value Error: Execution Result Count,gpt-3.5-turbo-0125-FC,FC,50.0
GPT-3.5-Turbo-0125 (FC),ast_multiple,Parallel Function Error, No Match Found,5,Parallel Function Error: No Match Found,gpt-3.5-turbo-0125-FC,FC,200.0
GPT-3.5-Turbo-0125 (FC),ast_multiple,Parallel Function Error, Unexpected Function Count,63,Parallel Function Error: Unexpected Function Count,gpt-3.5-turbo-0125-FC,FC,200.0
GPT-3.5-Turbo-0125 (FC),ast_parallel_multiple,Parallel Function Error, No Match Found,38,Parallel Function Error: No Match Found,gpt-3.5-turbo-0125-FC,FC,200.0
GPT-3.5-Turbo-0125 (FC),ast_parallel_multiple,Parallel Function Error, Unexpected Function Count,22,Parallel Function Error: Unexpected Function Count,gpt-3.5-turbo-0125-FC,FC,200.0
GPT-3.5-Turbo-0125 (FC),exec_rest,Executable Function Error (REST), Incorrect HTTP Status Code,2,Executable Function Error (REST): Incorrect HTTP Status Code,gpt-3.5-turbo-0125-FC,FC,70.0
GPT-3.5-Turbo-0125 (FC),exec_rest,Executable Function Error (REST), Runtime Execution Error,4,Executable Function Error (REST): Runtime Execution Error,gpt-3.5-turbo-0125-FC,FC,70.0
GPT-3.5-Turbo-0125 (FC),ast_simple,Simple Function Error, Missing Optional Parameter,2,Simple Function Error: Missing Optional Parameter,gpt-3.5-turbo-0125-FC,FC,400.0
GPT-3.5-Turbo-0125 (FC),ast_simple,Simple Function Error, Missing Required Parameter,1,Simple Function Error: Missing Required Parameter,gpt-3.5-turbo-0125-FC,FC,400.0
GPT-3.5-Turbo-0125 (FC),ast_simple,Simple Function Error, Unexpected Argument Count,133,Simple Function Error: Unexpected Argument Count,gpt-3.5-turbo-0125-FC,FC,400.0
GPT-3.5-Turbo-0125 (FC),ast_simple,Type Error, Composite Type Mismatch,4,Type Error: Composite Type Mismatch,gpt-3.5-turbo-0125-FC,FC,400.0
GPT-3.5-Turbo-0125 (FC),ast_simple,Type Error, Primitive Type Mismatch,2,Type Error: Primitive Type Mismatch,gpt-3.5-turbo-0125-FC,FC,400.0
GPT-3.5-Turbo-0125 (FC),ast_simple,Value Error, Invalid Dictionary Items,1,Value Error: Invalid Dictionary Items,gpt-3.5-turbo-0125-FC,FC,400.0
GPT-3.5-Turbo-0125 (FC),ast_simple,Value Error, Invalid List/Tuple Format,1,Value Error: Invalid List/Tuple Format,gpt-3.5-turbo-0125-FC,FC,400.0
GPT-3.5-Turbo-0125 (FC),ast_simple,Value Error, Wrong String Value,3,Value Error: Wrong String Value,gpt-3.5-turbo-0125-FC,FC,400.0
GPT-3.5-Turbo-0125 (FC),ast_java,Simple Function Error, Missing Required Parameter,7,Simple Function Error: Missing Required Parameter,gpt-3.5-turbo-0125-FC,FC,100.0
GPT-3.5-Turbo-0125 (FC),ast_java,Simple Function Error, Unexpected Argument Count,15,Simple Function Error: Unexpected Argument Count,gpt-3.5-turbo-0125-FC,FC,100.0
GPT-3.5-Turbo-0125 (FC),ast_java,Type Error, Primitive Type Mismatch,10,Type Error: Primitive Type Mismatch,gpt-3.5-turbo-0125-FC,FC,100.0
GPT-3.5-Turbo-0125 (FC),ast_java,Value Error, Wrong String Value,13,Value Error: Wrong String Value,gpt-3.5-turbo-0125-FC,FC,100.0
GPT-3.5-Turbo-0125 (FC),ast_java,Value Error, Wrong int/float/bool/variable Value,2,Value Error: Wrong int/float/bool/variable Value,gpt-3.5-turbo-0125-FC,FC,100.0
GPT-3.5-Turbo-0125 (FC),ast_js,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,gpt-3.5-turbo-0125-FC,FC,100.0
GPT-3.5-Turbo-0125 (FC),ast_js,Simple Function Error, Missing Optional Parameter,1,Simple Function Error: Missing Optional Parameter,gpt-3.5-turbo-0125-FC,FC,100.0
GPT-3.5-Turbo-0125 (FC),ast_js,Simple Function Error, Missing Required Parameter,7,Simple Function Error: Missing Required Parameter,gpt-3.5-turbo-0125-FC,FC,100.0
GPT-3.5-Turbo-0125 (FC),ast_js,Simple Function Error, Unexpected Argument Count,2,Simple Function Error: Unexpected Argument Count,gpt-3.5-turbo-0125-FC,FC,100.0
GPT-3.5-Turbo-0125 (FC),ast_js,Simple Function Error, Unexpected Parameter Encountered,1,Simple Function Error: Unexpected Parameter Encountered,gpt-3.5-turbo-0125-FC,FC,100.0
GPT-3.5-Turbo-0125 (FC),ast_js,Type Error, Composite Type Mismatch,1,Type Error: Composite Type Mismatch,gpt-3.5-turbo-0125-FC,FC,100.0
GPT-3.5-Turbo-0125 (FC),ast_js,Type Error, Primitive Type Mismatch,2,Type Error: Primitive Type Mismatch,gpt-3.5-turbo-0125-FC,FC,100.0
GPT-3.5-Turbo-0125 (FC),ast_js,Value Error, Invalid List/Tuple Format,2,Value Error: Invalid List/Tuple Format,gpt-3.5-turbo-0125-FC,FC,100.0
GPT-3.5-Turbo-0125 (FC),ast_js,Value Error, Wrong String Value,2,Value Error: Wrong String Value,gpt-3.5-turbo-0125-FC,FC,100.0
Gemini-1.0-Pro-001 (FC),exec_multiple,Function Parsing Error, Decoding Failure,5,Function Parsing Error: Decoding Failure,gemini-1.0-pro,FC,50.0
Gemini-1.0-Pro-001 (FC),ast_parallel,Function Parsing Error, Decoding Failure,27,Function Parsing Error: Decoding Failure,gemini-1.0-pro,FC,200.0
Gemini-1.0-Pro-001 (FC),ast_parallel,Parallel Function Error, No Match Found,6,Parallel Function Error: No Match Found,gemini-1.0-pro,FC,200.0
Gemini-1.0-Pro-001 (FC),ast_parallel,Parallel Function Error, Unexpected Function Count,107,Parallel Function Error: Unexpected Function Count,gemini-1.0-pro,FC,200.0
Gemini-1.0-Pro-001 (FC),exec_simple,Executable Function Error (Non REST), Runtime Execution Error,1,Executable Function Error (Non REST): Runtime Execution Error,gemini-1.0-pro,FC,100.0
Gemini-1.0-Pro-001 (FC),exec_simple,Function Parsing Error, Decoding Failure,10,Function Parsing Error: Decoding Failure,gemini-1.0-pro,FC,100.0
Gemini-1.0-Pro-001 (FC),relevance,Relevance Error, Succeeded with Irrelevant Func Doc,48,Relevance Error: Succeeded with Irrelevant Func Doc,gemini-1.0-pro,FC,240.0
Gemini-1.0-Pro-001 (FC),exec_parallel_multiple,Function Parsing Error, Decoding Failure,14,Function Parsing Error: Decoding Failure,gemini-1.0-pro,FC,40.0
Gemini-1.0-Pro-001 (FC),exec_parallel_multiple,Value Error, Execution Result Count,21,Value Error: Execution Result Count,gemini-1.0-pro,FC,40.0
Gemini-1.0-Pro-001 (FC),exec_parallel,Function Parsing Error, Decoding Failure,8,Function Parsing Error: Decoding Failure,gemini-1.0-pro,FC,50.0
Gemini-1.0-Pro-001 (FC),exec_parallel,Value Error, Execution Result Count,18,Value Error: Execution Result Count,gemini-1.0-pro,FC,50.0
Gemini-1.0-Pro-001 (FC),ast_multiple,Function Parsing Error, Decoding Failure,4,Function Parsing Error: Decoding Failure,gemini-1.0-pro,FC,200.0
Gemini-1.0-Pro-001 (FC),ast_multiple,Parallel Function Error, No Match Found,12,Parallel Function Error: No Match Found,gemini-1.0-pro,FC,200.0
Gemini-1.0-Pro-001 (FC),ast_parallel_multiple,Function Parsing Error, Decoding Failure,43,Function Parsing Error: Decoding Failure,gemini-1.0-pro,FC,200.0
Gemini-1.0-Pro-001 (FC),ast_parallel_multiple,Parallel Function Error, No Match Found,10,Parallel Function Error: No Match Found,gemini-1.0-pro,FC,200.0
Gemini-1.0-Pro-001 (FC),ast_parallel_multiple,Parallel Function Error, Unexpected Function Count,104,Parallel Function Error: Unexpected Function Count,gemini-1.0-pro,FC,200.0
Gemini-1.0-Pro-001 (FC),exec_rest,Executable Function Error (REST), Incorrect HTTP Status Code,2,Executable Function Error (REST): Incorrect HTTP Status Code,gemini-1.0-pro,FC,70.0
Gemini-1.0-Pro-001 (FC),exec_rest,Executable Function Error (REST), Incorrect Response Key,1,Executable Function Error (REST): Incorrect Response Key,gemini-1.0-pro,FC,70.0
Gemini-1.0-Pro-001 (FC),exec_rest,Executable Function Error (REST), Runtime Execution Error,6,Executable Function Error (REST): Runtime Execution Error,gemini-1.0-pro,FC,70.0
Gemini-1.0-Pro-001 (FC),exec_rest,Function Parsing Error, Decoding Failure,3,Function Parsing Error: Decoding Failure,gemini-1.0-pro,FC,70.0
Gemini-1.0-Pro-001 (FC),ast_simple,Function Parsing Error, Decoding Failure,8,Function Parsing Error: Decoding Failure,gemini-1.0-pro,FC,400.0
Gemini-1.0-Pro-001 (FC),ast_simple,Type Error, Composite Type Mismatch,4,Type Error: Composite Type Mismatch,gemini-1.0-pro,FC,400.0
Gemini-1.0-Pro-001 (FC),ast_simple,Type Error, Primitive Type Mismatch,5,Type Error: Primitive Type Mismatch,gemini-1.0-pro,FC,400.0
Gemini-1.0-Pro-001 (FC),ast_simple,Value Error, Invalid List/Tuple Format,3,Value Error: Invalid List/Tuple Format,gemini-1.0-pro,FC,400.0
Gemini-1.0-Pro-001 (FC),ast_simple,Value Error, Wrong String Value,9,Value Error: Wrong String Value,gemini-1.0-pro,FC,400.0
Gemini-1.0-Pro-001 (FC),ast_simple,Value Error, Wrong int/float/bool/variable Value,2,Value Error: Wrong int/float/bool/variable Value,gemini-1.0-pro,FC,400.0
Gemini-1.0-Pro-001 (FC),ast_java,Function Parsing Error, Decoding Failure,24,Function Parsing Error: Decoding Failure,gemini-1.0-pro,FC,100.0
Gemini-1.0-Pro-001 (FC),ast_java,Type Error, Primitive Type Mismatch,21,Type Error: Primitive Type Mismatch,gemini-1.0-pro,FC,100.0
Gemini-1.0-Pro-001 (FC),ast_java,Value Error, Wrong String Value,8,Value Error: Wrong String Value,gemini-1.0-pro,FC,100.0
Gemini-1.0-Pro-001 (FC),ast_java,Value Error, Wrong int/float/bool/variable Value,5,Value Error: Wrong int/float/bool/variable Value,gemini-1.0-pro,FC,100.0
Gemini-1.0-Pro-001 (FC),ast_js,Function Parsing Error, Decoding Failure,11,Function Parsing Error: Decoding Failure,gemini-1.0-pro,FC,100.0
Gemini-1.0-Pro-001 (FC),ast_js,Simple Function Error, Unexpected Parameter Encountered,1,Simple Function Error: Unexpected Parameter Encountered,gemini-1.0-pro,FC,100.0
Gemini-1.0-Pro-001 (FC),ast_js,Type Error, Primitive Type Mismatch,3,Type Error: Primitive Type Mismatch,gemini-1.0-pro,FC,100.0
Gemini-1.0-Pro-001 (FC),ast_js,Value Error, Invalid Dictionary Key,1,Value Error: Invalid Dictionary Key,gemini-1.0-pro,FC,100.0
Gemini-1.0-Pro-001 (FC),ast_js,Value Error, Invalid Dictionary Value,2,Value Error: Invalid Dictionary Value,gemini-1.0-pro,FC,100.0
Gemini-1.0-Pro-001 (FC),ast_js,Value Error, Invalid List/Tuple Format,4,Value Error: Invalid List/Tuple Format,gemini-1.0-pro,FC,100.0
Gemini-1.0-Pro-001 (FC),ast_js,Value Error, Wrong String Value,3,Value Error: Wrong String Value,gemini-1.0-pro,FC,100.0
Gemini-1.0-Pro-001 (FC),ast_js,Value Error, Wrong int/float/bool/variable Value,4,Value Error: Wrong int/float/bool/variable Value,gemini-1.0-pro,FC,100.0
Claude-3-Sonnet-20240229 (Prompt),exec_multiple,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,claude-3-sonnet-20240229,Prompt,50.0
Claude-3-Sonnet-20240229 (Prompt),exec_multiple,Value Error, Execution Result Count,2,Value Error: Execution Result Count,claude-3-sonnet-20240229,Prompt,50.0
Claude-3-Sonnet-20240229 (Prompt),ast_parallel,Function Parsing Error, Decoding Failure,1,Function Parsing Error: Decoding Failure,claude-3-sonnet-20240229,Prompt,200.0
Claude-3-Sonnet-20240229 (Prompt),ast_parallel,Parallel Function Error, No Match Found,14,Parallel Function Error: No Match Found,claude-3-sonnet-20240229,Prompt,200.0
Claude-3-Sonnet-20240229 (Prompt),ast_parallel,Parallel Function Error, Unexpected Function Count,9,Parallel Function Error: Unexpected Function Count,claude-3-sonnet-20240229,Prompt,200.0
Claude-3-Sonnet-20240229 (Prompt),exec_simple,Function Parsing Error, Decoding Failure,4,Function Parsing Error: Decoding Failure,claude-3-sonnet-20240229,Prompt,100.0
Claude-3-Sonnet-20240229 (Prompt),relevance,Relevance Error, Succeeded with Irrelevant Func Doc,117,Relevance Error: Succeeded with Irrelevant Func Doc,claude-3-sonnet-20240229,Prompt,240.0
Claude-3-Sonnet-20240229 (Prompt),exec_parallel_multiple,Value Error, Execution Result Count,2,Value Error: Execution Result Count,claude-3-sonnet-20240229,Prompt,40.0
Claude-3-Sonnet-20240229 (Prompt),exec_parallel,Value Error, Execution Result Count,2,Value Error: Execution Result Count,claude-3-sonnet-20240229,Prompt,50.0
Claude-3-Sonnet-20240229 (Prompt),ast_multiple,Function Parsing Error, Decoding Failure,2,Function Parsing Error: Decoding Failure,claude-3-sonnet-20240229,Prompt,200.0
Claude-3-Sonnet-20240229 (Prompt),ast_multiple,Parallel Function Error, No Match Found,14,Parallel Function Error: No Match Found,claude-3-sonnet-20240229,Prompt,200.0
Claude-3-Sonnet-20240229 (Prompt),ast_multiple,Parallel Function Error, Unexpected Function Count,6,Parallel Function Error: Unexpected Function Count,claude-3-sonnet-20240229,Prompt,200.0
Claude-3-Sonnet-20240229 (Prompt),ast_parallel_multiple,Parallel Function Error, No Match Found,30,Parallel Function Error: No Match Found,claude-3-sonnet-20240229,Prompt,200.0
Claude-3-Sonnet-20240229 (Prompt),ast_parallel_multiple,Parallel Function Error, Unexpected Function Count,4,Parallel Function Error: Unexpected Function Count,claude-3-sonnet-20240229,Prompt,200.0
Claude-3-Sonnet-20240229 (Prompt),exec_rest,Executable Function Error (REST), Incorrect HTTP Status Code,1,Executable Function Error (REST): Incorrect HTTP Status Code,claude-3-sonnet-20240229,Prompt,70.0
Claude-3-Sonnet-20240229 (Prompt),exec_rest,Executable Function Error (REST), Incorrect Response Key,6,Executable Function Error (REST): Incorrect Response Key,claude-3-sonnet-20240229,Prompt,70.0
Claude-3-Sonnet-20240229 (Prompt),ast_simple,Function Parsing Error, Decoding Failure,8,Function Parsing Error: Decoding Failure,claude-3-sonnet-20240229,Prompt,400.0
Claude-3-Sonnet-20240229 (Prompt),ast_simple,Simple Function Error, Missing Optional Parameter,1,Simple Function Error: Missing Optional Parameter,claude-3-sonnet-20240229,Prompt,400.0
Claude-3-Sonnet-20240229 (Prompt),ast_simple,Simple Function Error, Unexpected Argument Count,1,Simple Function Error: Unexpected Argument Count,claude-3-sonnet-20240229,Prompt,400.0
Claude-3-Sonnet-20240229 (Prompt),ast_simple,Type Error, Composite Type Mismatch,2,Type Error: Composite Type Mismatch,claude-3-sonnet-20240229,Prompt,400.0
Claude-3-Sonnet-20240229 (Prompt),ast_simple,Value Error, Invalid List/Tuple Format,4,Value Error: Invalid List/Tuple Format,claude-3-sonnet-20240229,Prompt,400.0
Claude-3-Sonnet-20240229 (Prompt),ast_simple,Value Error, Wrong String Value,10,Value Error: Wrong String Value,claude-3-sonnet-20240229,Prompt,400.0
Claude-3-Sonnet-20240229 (Prompt),ast_simple,Value Error, Wrong int/float/bool/variable Value,6,Value Error: Wrong int/float/bool/variable Value,claude-3-sonnet-20240229,Prompt,400.0
